,dbuz_head_rep1,dbuz_head_rep2,dbuz_head_rep3,dkoep_head_rep1,dkoep_head_rep2,dkoep_head_rep3
LOC6573770,7070,6199,7409,4311,5543,5311
LOC6573772,11,10,8,17,21,20
LOC6573774,3,3,5,2,10,7
LOC6573775,4,3,5,5,3,8
LOC6573777,343,278,330,237,313,331
LOC6573778,3728,2995,3473,3811,4750,5446
LOC6573780,1667,1504,1651,1260,1640,1678
LOC6573781,118,105,111,398,487,484
LOC6573783,50,40,47,217,214,330
LOC6573785,14,5,12,41,48,43
LOC6573786,2250,1769,1958,1941,2500,2538
LOC6573787,750,665,816,522,600,670
LOC6573788,207,171,184,234,289,351
LOC6573789,2169,1691,2033,1541,1816,2164
LOC6573790,8546,6957,8627,8259,10755,11058
LOC6573791,21342,15952,19432,22819,28669,30340
LOC6573794,944,833,933,682,852,1021
LOC6573795,339,231,323,460,506,655
LOC6573796,603,449,653,436,565,642
LOC6573797,760,660,878,580,763,728
LOC6573798,17066,12993,14971,16444,16740,23821
LOC6573799,1549,1393,1503,1205,1447,1697
LOC6573800,756,646,783,631,896,877
LOC6573801,13549,10977,13673,10268,13297,12394
LOC6573802,0,0,0,0,0,0
LOC6573803,356,288,320,305,337,424
LOC6573805,471,346,482,459,652,672
LOC6573806,185,162,201,396,579,544
LOC6573807,545,403,470,828,1043,1172
LOC6573808,24,8,38,26,35,36
LOC6573809,1306,1068,1351,868,1071,1257
LOC6573810,496,364,450,575,676,701
LOC6573811,4705,3601,4181,2482,2744,3663
LOC6573812,3855,2869,3653,3772,4576,4891
LOC6573813,4041,3210,3968,3729,4870,5276
LOC6573814,432,279,362,277,296,399
LOC6573815,2296,1897,2554,2658,4038,4150
LOC6573816,676,554,675,594,844,890
LOC6573817,877,723,847,872,1178,1297
LOC6573819,105,73,98,79,89,108
LOC6573820,2153,1690,1935,1309,1539,1904
LOC6573821,248,180,223,238,281,343
LOC6573822,87,53,83,22,18,38
LOC6573823,409,325,520,436,620,609
LOC6573824,470,343,425,428,485,649
LOC6573826,572,448,495,568,633,681
LOC6573831,2166,1739,2101,1362,1758,1903
LOC6573832,1517,1305,1498,1351,1865,1942
LOC6573834,2825,2300,2756,2440,3155,3336
LOC6573835,1357,1000,1233,1208,1419,1713
LOC6573836,2008,1604,2054,4673,5968,7218
LOC6573840,44,27,31,117,159,134
LOC6573842,4929,3872,4837,3316,3815,4544
LOC6573847,8,3,9,11,16,21
LOC6573848,117,104,104,156,246,249
LOC6573849,13,15,7,74,97,83
LOC6573850,0,0,0,0,1,0
LOC6573851,2002,1584,1872,1395,1472,1817
LOC6573854,2509,2022,2497,1826,2335,2348
LOC6573855,5052,4133,4698,2244,3066,4481
LOC6573857,559,484,539,436,487,522
LOC6573858,3469,2527,3263,3915,5050,5617
LOC6573860,148,139,165,106,121,164
LOC6573864,0,1,0,0,0,0
LOC6573866,56,47,69,26,40,68
LOC6573868,4584,3636,4298,4115,5225,5129
LOC6573869,382,353,425,400,509,568
LOC6573872,110,100,132,199,231,291
LOC6573876,3885,3177,3721,1814,2082,2359
LOC6573878,228,191,211,89,93,116
LOC6573879,951,855,991,744,909,841
LOC6573880,167,135,148,154,214,248
LOC6573881,11112,8635,10246,9739,9759,15793
LOC6573882,1874,1583,1845,1101,1512,1445
LOC6573883,980,741,947,625,777,799
LOC6573884,1296,920,1127,772,932,1055
LOC6573886,49,31,33,58,53,77
LOC6573887,1255,1051,1277,886,1067,1246
LOC6573888,22,18,23,120,146,159
LOC6573889,518,411,527,501,587,728
LOC6573890,1266,1048,1209,1122,1333,1569
LOC6573891,5764,4645,5761,2516,3204,3084
LOC6573893,809,672,814,524,669,677
LOC6573895,91,79,96,76,112,180
LOC6573897,0,0,0,0,0,0
LOC6573898,0,0,0,3,0,1
LOC6573900,1768,1486,1780,1660,2041,2103
LOC6573902,3009,2341,2826,1900,2346,2412
LOC6573904,283,233,309,195,264,263
LOC6573905,12017,9264,11303,9506,12481,13747
LOC6573906,1570,1259,1468,1501,1738,2315
LOC6573907,1948,1639,1952,1409,1798,1970
LOC6573908,2564,2110,2599,1935,2347,2423
LOC6573909,1537,1131,1487,1866,2614,2685
LOC6573910,1351,1109,1480,804,1115,1283
LOC6573911,9472,7893,9826,7588,10164,9666
LOC6573912,346,279,388,303,448,504
LOC6573913,1330,1180,1462,1028,1297,1455
LOC6573914,2882,2161,2865,2998,3436,4363
LOC6573915,2490,2097,2615,1585,2066,2152
LOC6573916,15,20,8,12,20,14
LOC6573917,0,1,1,0,1,1
LOC6573918,8,1,8,3,5,4
LOC6573919,2578,1897,2242,3979,4994,5649
LOC6573920,0,1,0,17,17,26
LOC6573921,272,228,280,324,344,384
LOC6573922,114,73,90,104,123,160
LOC6573923,1,0,5,2,1,1
LOC6573924,2834,2213,2686,3361,4107,4226
LOC6573925,6586,5107,6136,3114,3703,4679
LOC6573926,5565,4675,5499,5353,7051,8006
LOC6573929,300,236,270,119,143,187
LOC6573930,1532,1300,1582,875,1061,1070
LOC6573931,154,146,167,91,155,160
LOC6573932,11661,9284,11183,12235,15004,16560
LOC6573934,8701,7512,8992,5578,7002,6586
LOC6573935,2713,2041,2626,4108,5091,6253
LOC6573936,915,718,909,862,1230,1280
LOC6573937,465,383,452,664,877,1028
LOC6573938,372,298,400,395,508,608
LOC6573939,14,4,7,7,3,2
LOC6573940,7009,5459,6715,4679,6110,6880
LOC6573941,1565,1165,1399,544,691,694
LOC6573944,1016,871,1059,824,857,1357
LOC6573946,7476,6346,7615,4512,5368,5550
LOC6573951,705,571,740,464,494,579
LOC6573952,1144,1005,1295,648,924,841
LOC6573954,8239,6734,7984,8295,9279,12578
LOC6573955,1059,748,975,787,1009,1014
LOC6573957,115,111,132,174,191,243
LOC6573958,833,699,814,595,829,897
LOC6573959,12,7,5,0,0,0
LOC6573960,15,10,13,3,0,1
LOC6573961,1005,751,932,1556,2009,2426
LOC6573962,1,0,0,1,1,4
LOC6573963,5575,4416,5300,7039,8515,9833
LOC6573964,679,612,700,579,713,697
LOC6573967,0,0,1,1,0,1
LOC6573968,1460,1150,1353,739,917,1042
LOC6573970,42,33,56,35,33,45
LOC6573971,10,8,12,26,32,57
LOC6573975,6470,5167,6267,3986,4697,4984
LOC6573977,8279,6901,8196,6828,8496,8194
LOC6573978,54,37,48,239,246,319
LOC6573979,0,0,0,1,1,2
LOC6573981,1865,1657,1985,1569,2090,2381
LOC6573982,573,443,548,542,652,853
LOC6573984,39,30,39,77,91,97
LOC6573986,10558,7722,9635,9107,9888,13992
LOC6573988,2086,1740,2161,1783,2275,2568
LOC6573989,13,3,5,7,14,7
LOC6573990,968,738,958,509,608,659
LOC6573991,3,0,1,0,0,1
LOC6573992,379,321,382,494,622,656
LOC6573993,2321,2002,2464,1576,2213,2380
LOC6573994,770,651,814,783,1139,1236
LOC6573995,280,232,286,122,159,189
LOC6573997,3646,3128,3977,3804,4883,5142
LOC6573998,876,701,863,1041,1528,1471
LOC6573999,4844,3816,4697,4360,5266,5426
LOC6574000,4500,3229,3906,7053,7492,11501
LOC6574001,622,479,601,246,267,319
LOC6574002,56463,42817,53966,42907,47189,61333
LOC6574004,43,37,46,4,3,4
LOC6574005,37,26,45,5,3,5
LOC6574006,3151,2716,3357,2752,3967,4023
LOC6574007,2132,1746,1828,2443,3133,3636
LOC6574008,1040,846,1111,765,1023,1109
LOC6574009,72,50,49,15,14,15
LOC6574010,1994,1563,1913,1458,2045,2184
LOC6574011,3944,3192,3967,2316,3092,3326
LOC6574013,48,41,35,22,27,18
LOC6574014,1367,1112,1294,1361,1872,1997
LOC6574015,300,303,335,297,359,476
LOC6574016,2327,1869,2166,2400,3011,3349
LOC6574019,52,58,58,30,49,67
LOC6574020,59,57,56,23,26,32
LOC6574023,0,1,2,0,0,1
LOC6574025,5600,4412,5631,4233,5490,6060
LOC6574028,370,303,347,426,483,512
LOC6574029,1392,1193,1296,907,1110,1238
LOC6574030,792,581,682,604,755,936
LOC6574031,12524,9551,11641,13993,17847,19769
LOC6574032,620,550,609,505,735,799
LOC6574033,2374,2141,2727,2518,3367,3521
LOC6574036,4340,3616,4416,2072,2602,2634
LOC6574041,0,6,1,0,0,0
LOC6574044,37088,28544,32834,35483,40145,54106
LOC6574045,381,312,424,341,495,499
LOC6574046,2332,1711,2050,2039,2329,2886
LOC6574047,3792,3044,3703,4350,5820,6027
LOC6574048,5134,3120,3709,8159,7839,14844
LOC6574049,9728,7860,9558,12810,15954,18710
LOC6574050,1377,1093,1441,869,1066,1359
LOC6574051,1153,892,1052,1076,1288,1483
LOC6574054,12974,10682,12551,4547,5124,6816
LOC6574058,12,14,7,57,125,110
LOC6574059,18235,13821,16398,15615,17942,20632
LOC6574060,1206,965,1163,1796,2346,2538
LOC6574061,34,31,29,118,94,157
LOC6574062,3260,2602,3326,1223,1460,1561
LOC6574063,2043,1639,1979,1397,1581,1898
LOC6574064,540,426,568,482,600,756
LOC6574065,1113,863,1013,1048,1257,1308
LOC6574066,1801,1328,1718,2804,3388,3943
LOC6574067,364,279,354,401,472,500
LOC6574068,960,682,892,1595,1919,2296
LOC6574069,770,611,770,848,1049,1140
LOC6574070,1350,1138,1370,1191,1762,1785
LOC6574071,1149,1037,1208,729,1066,1087
LOC6574072,681,555,730,506,600,609
LOC6574073,1,3,1,2,4,6
LOC6574075,3,1,4,4,6,8
LOC6574076,6683,5111,6079,6710,7836,9341
LOC6574078,25,17,29,27,24,29
LOC6574079,3164,2756,3330,2669,3555,3666
LOC6574082,7480,6013,7108,5449,6441,6541
LOC6574083,2141,1806,2253,1174,1450,1437
LOC6574084,3148,2648,3009,1947,2416,2422
LOC6574085,453,362,484,287,391,474
LOC6574086,1488,1228,1452,889,1133,1164
LOC6574087,1,3,4,4,12,15
LOC6574088,6660,5118,5989,11231,12878,16326
LOC6574089,2711,2254,2721,1763,2594,2484
LOC6574090,517,377,460,448,559,602
LOC6574091,8626,7033,8319,5986,7207,7376
LOC6574092,502,498,576,434,563,601
LOC6574093,3,3,7,2,0,2
LOC6574094,6,6,11,2,0,0
LOC6574095,0,0,1,1,0,0
LOC6574096,0,0,0,0,0,0
LOC6574097,0,0,1,0,0,0
LOC6574098,0,0,0,0,0,0
LOC6574099,0,0,0,1,1,1
LOC6574101,0,0,0,0,0,0
LOC6574102,1,2,0,2,0,0
LOC6574103,1,1,2,3,0,3
LOC6574104,0,2,1,2,0,1
LOC6574105,3,4,4,1,5,2
LOC6574106,0,0,0,0,0,0
LOC6574107,0,0,0,0,1,0
LOC6574108,545,398,537,235,309,286
LOC6574109,2019,1583,1885,1619,1919,2135
LOC6574110,3747,2890,3415,3442,4705,4771
LOC6574112,6535,5265,6739,3375,4649,4255
LOC6574113,68,46,59,9,14,16
LOC6574114,114,73,92,12,14,23
LOC6574115,659,538,612,357,498,526
LOC6574116,949,700,991,832,794,1240
LOC6574117,810,629,778,275,309,378
LOC6574118,867,734,854,1596,2116,2229
LOC6574119,4,8,4,8,2,9
LOC6574120,247,203,261,65,99,112
LOC6574121,510,429,519,370,508,632
LOC6574122,783,632,734,731,917,977
LOC6574123,219,209,207,338,365,444
LOC6574124,7,1,9,17,22,25
LOC6574125,2615,2035,2419,1780,2100,2212
LOC6574126,1433,1169,1365,801,920,1057
LOC6574129,362,296,353,529,630,768
LOC6574130,36,27,34,100,135,148
LOC6574131,7763,5904,6763,6501,7903,9332
LOC6574132,1847,1521,1919,1724,2189,2422
LOC6574133,378,284,332,379,472,462
LOC6574136,1620,1117,1367,993,1407,1313
LOC6574138,165,131,167,182,250,243
LOC6574139,935,800,1028,865,1033,1147
LOC6574140,3846,2951,3508,3856,4613,5622
LOC6574141,81,52,64,41,38,41
LOC6574142,3209,2769,3323,1994,2722,2277
LOC6574144,11144,9515,11108,5619,6727,7143
LOC6574145,64,40,52,11,18,5
LOC6574146,390,306,333,75,76,59
LOC6574148,1529,1213,1489,1070,1382,1421
LOC6574149,9424,7468,9373,7041,8775,8602
LOC6574150,309,208,263,272,336,388
LOC6574151,1168,860,1162,755,1130,1177
LOC6574152,94,78,90,0,7,4
LOC6574154,124,104,140,95,126,127
LOC6574155,1,0,2,0,0,3
LOC6574156,2928,2405,2909,1541,1944,2083
LOC6574157,701,523,654,544,587,732
LOC6574158,2408,1840,2340,1962,2580,2908
LOC6574159,687,557,683,474,724,755
LOC6574160,372,264,362,551,563,727
LOC6574161,3777,2929,3797,3163,4151,4791
LOC6574164,16402,12748,15312,19783,25098,26750
LOC6574165,1975,1375,1665,1922,2155,2763
LOC6574166,559,454,532,566,675,899
LOC6574167,760,525,722,860,1166,1242
LOC6574168,2772,2217,2944,3488,4726,5140
LOC6574169,417,331,469,318,427,475
LOC6574170,1151,1033,1298,909,1161,1211
LOC6574171,1743,1442,2119,1829,2847,2964
LOC6574172,520,454,600,618,661,842
LOC6574173,2967,2368,2953,2275,2812,3041
LOC6574174,130,103,134,366,479,466
LOC6574175,532,407,476,561,720,768
LOC6574176,746,544,702,416,484,578
LOC6574177,462,318,414,465,530,633
LOC6574178,867,643,778,773,904,1049
LOC6574179,1785,1529,1909,886,1092,1188
LOC6574181,1709,1383,1641,735,920,983
LOC6574184,1084,827,1019,1119,1260,1482
LOC6574185,0,0,0,1,1,1
LOC6574187,4782,3598,4192,7050,8136,9854
LOC6574188,23380,17203,21333,14152,17726,19934
LOC6574189,3768,2876,3447,3993,4456,5741
LOC6574190,553,398,426,206,258,276
LOC6574193,1,0,2,5,1,0
LOC6574194,5353,4398,5064,5284,5875,8422
LOC6574195,0,0,0,2,5,2
LOC6574196,0,0,0,1,3,2
LOC6574197,3,5,7,39,64,43
LOC6574198,22,7,12,102,109,137
LOC6574199,712,580,698,546,683,758
LOC6574201,24804,22547,27446,11119,13034,25903
LOC6574202,1,0,0,1,1,1
LOC6574204,12,9,6,18,12,19
LOC6574206,6339,5094,5918,4759,5999,6835
LOC6574208,913,747,916,582,724,664
LOC6574209,44701,36179,40446,42994,50150,61296
LOC6574210,736,549,738,624,723,810
LOC6574211,46,29,54,6,8,12
LOC6574216,4155,3293,3987,4532,5878,6486
LOC6574217,1280,1011,1215,1042,1210,1566
LOC6574219,13929,11935,14839,5039,6840,7066
LOC6574221,1557,1330,1476,3669,4741,5169
LOC6574223,3165,2502,3063,2642,2960,3753
LOC6574224,680,511,639,527,647,770
LOC6574225,897,713,877,574,709,937
LOC6574226,4054,3449,4300,4204,5110,6405
LOC6574227,1151,869,1014,412,491,614
LOC6574228,108,109,101,183,229,263
LOC6574229,9096,7300,9144,9371,11978,12862
LOC6574230,11057,9110,9846,10420,9844,16905
LOC6574231,2186,1634,1970,2095,2658,3066
LOC6574232,2092,1744,2052,2100,2597,2846
LOC6574233,3467,2834,3400,3124,3659,3996
LOC6574234,2,3,4,13,9,11
LOC6574235,0,1,2,1,3,1
LOC6574236,1832,1519,1847,1247,1541,1520
LOC6574238,2581,2188,2560,2152,2583,2676
LOC6574239,1007,815,959,811,901,1057
LOC6574240,219,173,212,127,178,189
LOC6574241,900,675,836,852,1046,1338
LOC6574242,795,659,808,817,1015,1157
LOC6574243,920,795,883,919,1192,1303
LOC6574244,5538,4484,5337,5311,6464,7590
LOC6574245,11,9,13,287,357,390
LOC6574247,2920,2469,3121,2735,4031,3681
LOC6574249,1037,808,968,896,1115,1331
LOC6574250,359,282,388,362,388,448
LOC6574251,3185,2578,3118,2623,3334,3613
LOC6574252,1766,1434,1686,1091,1301,1755
LOC6574256,718,591,599,1556,1775,2052
LOC6574259,3390,2618,3220,2054,2678,2750
LOC6574262,124,105,141,124,162,182
LOC6574263,1,1,1,3,4,1
LOC6574264,23,17,18,8,6,11
LOC6574266,285,212,249,185,192,288
LOC6574268,0,0,1,3,6,7
LOC6574270,5,2,2,24,39,26
LOC6574271,0,0,0,20,29,29
LOC6574272,0,0,0,0,0,1
LOC6574275,0,0,0,0,1,0
LOC6574276,1594,1430,1675,1196,1621,1639
LOC6574277,887,763,871,718,934,985
LOC6574278,563,498,610,400,557,568
LOC6574279,1521,1215,1395,1060,1543,1573
LOC6574280,173,133,151,172,259,251
LOC6574281,848,833,1105,666,916,981
LOC6574282,6162,5433,6453,3917,4664,5493
LOC6574283,316,238,317,386,497,567
LOC6574284,1336,1016,1184,960,1378,1424
LOC6574285,2468,1800,2196,2120,2433,2995
LOC6574286,531,542,562,491,700,718
LOC6574287,2259,1722,2171,1275,1585,1830
LOC6574289,1760,1315,1624,2579,3190,3753
LOC6574290,371,298,379,474,684,720
LOC6574291,938,693,808,384,423,454
LOC6574292,4949,4091,4934,3505,4530,4386
LOC6574293,355,288,467,233,293,359
LOC6574294,368,307,369,381,429,511
LOC6574295,500,432,507,577,693,838
LOC6574296,648,505,664,983,1362,1500
LOC6574299,683,539,627,491,773,801
LOC6574301,684,436,564,541,712,856
LOC6574302,1227,960,1196,750,951,1082
LOC6574303,6369,4895,5829,4530,5579,6783
LOC6574305,21,14,28,92,106,151
LOC6574306,1870,1567,1929,721,916,1013
LOC6574309,930,705,863,544,721,727
LOC6574310,1243,1038,1233,428,561,523
LOC6574311,679,600,751,604,787,765
LOC6574312,763,635,775,1040,1233,1454
LOC6574314,2399,1877,2258,1349,1733,1801
LOC6574316,0,2,2,2,3,2
LOC6574321,182,146,150,205,232,272
LOC6574322,629,604,720,504,633,724
LOC6574323,2339,1870,2224,2552,3073,3321
LOC6574324,377,280,351,547,742,699
LOC6574325,2773,2147,2831,2902,3746,3821
LOC6574326,4202,3478,4019,3445,4356,4910
LOC6574327,438,355,466,837,1031,1310
LOC6574328,5351,4295,5297,2107,2665,2504
LOC6574329,87,49,92,103,159,138
LOC6574331,516,371,487,521,648,770
LOC6574332,1057,970,1328,956,1354,1339
LOC6574333,1720,1448,1701,2279,2824,3171
LOC6574334,792,675,838,689,935,1022
LOC6574335,188,186,232,384,482,569
LOC6574336,722,593,789,1075,1425,1591
LOC6574339,145,156,138,68,99,92
LOC6574340,9621,7903,9538,9280,12480,13353
LOC6574341,277,247,328,390,560,528
LOC6574342,479,388,528,291,383,394
LOC6574343,1077,913,1271,1070,1524,1701
LOC6574344,4361,3350,3882,3021,3871,4491
LOC6574345,2359,1589,1978,3084,3321,4432
LOC6574346,1868,1475,1797,1694,2110,2454
LOC6574347,2576,1932,2364,2367,3135,3376
LOC6574350,13919,10813,13201,10476,12571,12977
LOC6574351,9,15,13,5,11,9
LOC6574353,1702,1366,1627,1821,2409,2510
LOC6574354,27,15,18,43,39,52
LOC6574355,814,677,818,1056,1560,1545
LOC6574356,232,214,209,176,287,294
LOC6574357,9342,7526,8681,9578,11482,13242
LOC6574358,927,699,920,226,235,316
LOC6574359,21050,17681,19162,19896,23340,29874
LOC6574360,1097,856,989,984,1266,1428
LOC6574361,1143,1025,1184,871,1018,1163
LOC6574362,674,592,715,732,871,1068
LOC6574363,507,422,428,502,639,653
LOC6574364,6181,5126,5905,3297,4012,4164
LOC6574365,1,5,2,4,6,12
LOC6574366,749,602,700,705,806,887
LOC6574368,622,541,654,469,704,720
LOC6574369,2435,2186,2637,962,1067,1183
LOC6574370,212,161,153,121,143,168
LOC6574373,1,1,1,12,11,26
LOC6574374,515,400,544,1070,1098,2112
LOC6574375,11769,10017,12092,9675,12264,12549
LOC6574377,744,669,792,731,961,991
LOC6574378,203,178,185,121,183,189
LOC6574379,44409,33661,39769,53958,66165,78736
LOC6574382,1630,1220,1511,1211,1536,1545
LOC6574383,1311,952,1221,1128,1355,1562
LOC6574384,7853,6712,7655,6369,8166,8728
LOC6574386,456,361,469,987,1152,1491
LOC6574387,963,791,965,657,682,834
LOC6574389,2257,1869,2155,2192,2687,2836
LOC6574390,391,283,315,337,449,517
LOC6574391,20,12,27,7,7,8
LOC6574395,446,334,408,607,725,902
LOC6574396,45,41,41,36,62,55
LOC6574397,3148,2836,3294,2521,3324,3568
LOC6574398,1094,854,915,585,599,814
LOC6574399,479,411,478,369,476,446
LOC6574400,313,276,396,371,530,509
LOC6574401,37589,28121,32798,35130,38752,55635
LOC6574404,2382,1927,2208,1393,1734,2061
LOC6574405,291,250,333,750,1072,1215
LOC6574406,2290,1687,2034,1213,1466,2007
LOC6574407,7155,6056,7307,5280,7041,6567
LOC6574408,310,276,293,232,295,374
LOC6574411,728,596,728,568,733,776
LOC6574413,7,7,6,7,12,15
LOC6574415,8390,6956,8233,4985,5684,6054
LOC6574417,47,33,38,102,100,133
LOC6574418,1432,1136,1282,848,1121,1262
LOC6574419,146,114,138,275,404,443
LOC6574420,704,639,839,325,419,350
LOC6574421,87,76,90,56,66,83
LOC6574423,799,611,766,535,645,638
LOC6574424,8130,6335,7819,5980,7408,7307
LOC6574426,4018,3273,4101,3449,4840,4740
LOC6574427,6222,6288,8413,5741,7368,6014
LOC6574428,2692,2095,2643,3603,4568,4707
LOC6574429,3478,2915,3606,4909,6398,7149
LOC6574430,5703,4165,4773,3819,4317,5388
LOC6574434,2037,1663,2073,1404,1834,1893
LOC6574435,3621,2941,3708,2304,2972,3067
LOC6574443,124,109,130,114,171,128
LOC6574445,630,549,686,428,538,534
LOC6574446,929,756,930,447,599,625
LOC6574447,5800,4674,5225,4433,5239,5867
LOC6574448,10,5,5,10,13,19
LOC6574449,410,359,400,376,503,537
LOC6574450,571,493,636,748,924,1032
LOC6574451,1355,1175,1308,1791,2218,2264
LOC6574452,728,548,691,515,678,794
LOC6574453,172,135,172,103,136,126
LOC6574454,0,0,0,5,8,8
LOC6574455,8,3,8,5,7,11
LOC6574457,3280,2667,2987,5858,6552,8839
LOC6574458,0,0,1,0,0,2
LOC6574462,2111,1600,2083,1703,2172,2165
LOC6574464,467,347,430,1855,2259,2552
LOC6574465,1196,974,1112,601,736,921
LOC6574466,1750,1406,1472,1887,2220,2728
LOC6574467,0,0,0,0,0,0
LOC6574470,7,1,9,1,2,0
LOC6574472,540,458,490,410,448,509
LOC6574473,0,3,1,0,1,6
LOC6574475,0,0,1,19,42,53
LOC6574480,9,5,11,4,8,5
LOC6574481,5281,5349,6649,24,36,43
LOC6574482,1090,985,1151,388,447,468
LOC6574486,1,2,1,4,0,1
LOC6574489,1704,1284,1610,882,1115,1115
LOC6574490,813,616,653,375,422,658
LOC6574491,12,16,10,24,29,34
LOC6574492,4,2,5,14,10,15
LOC6574496,0,0,0,3,1,6
LOC6574497,0,1,0,0,0,2
LOC6574498,1,0,2,0,0,0
LOC6574500,705,561,643,439,482,733
LOC6574505,970,819,1117,627,792,836
LOC6574506,684,527,650,487,650,710
LOC6574507,159,122,173,176,193,239
LOC6574508,1179,911,1088,1657,2249,2444
LOC6574509,1112,980,1159,626,853,829
LOC6574510,529,416,504,584,762,871
LOC6574511,127,113,132,131,154,175
LOC6574512,649,537,651,599,781,781
LOC6574513,1291,1005,1185,727,973,1091
LOC6574514,390,370,447,578,759,867
LOC6574515,4057,3098,3918,7475,9183,10360
LOC6574516,57288,45370,55509,51046,56136,77149
LOC6574517,1685,1370,1718,1362,1864,1768
LOC6574518,608,499,630,714,828,827
LOC6574520,0,0,2,13,14,16
LOC6574521,4,6,5,21,19,30
LOC6574522,2250,1913,2325,1900,2402,2408
LOC6574523,827,673,835,684,850,809
LOC6574524,862,556,870,518,643,750
LOC6574525,319,256,322,221,282,265
LOC6574526,135,136,130,194,242,298
LOC6574527,1643,1433,1606,1724,2231,2398
LOC6574528,1778,1491,1800,2259,2850,2871
LOC6574529,3116,2239,2886,1926,2552,2422
LOC6574530,933,811,939,781,1020,998
LOC6574531,4929,3797,4613,3162,3955,4106
LOC6574532,984,826,978,744,894,955
LOC6574533,605,457,540,749,941,1061
LOC6574534,10314,7615,8673,14901,16546,21519
LOC6574535,1598,1360,1655,1536,2102,2005
LOC6574536,2070,1617,2003,2908,3606,4135
LOC6574537,469,369,493,930,1176,1404
LOC6574538,991,791,1197,397,585,701
LOC6574539,768,587,699,352,505,529
LOC6574541,707,562,636,718,827,827
LOC6574542,981,767,956,874,1030,1241
LOC6574544,2,5,0,1,1,4
LOC6574545,281,231,274,202,250,242
LOC6574546,1108,983,1148,842,1163,1179
LOC6574547,459,398,516,507,594,623
LOC6574548,357,288,394,395,527,555
LOC6574549,321,303,343,305,414,460
LOC6574550,1412,1120,1419,1067,1349,1411
LOC6574551,828,740,843,772,964,1024
LOC6574552,2,5,3,4,6,5
LOC6574554,0,1,1,29,26,14
LOC6574555,987,793,882,809,1068,1168
LOC6574560,3,0,5,3,0,1
LOC6574561,21624,21863,26302,22085,34220,31419
LOC6574562,8271,7230,9340,8406,12024,13471
LOC6574563,1934,1497,1794,1668,2120,2170
LOC6574564,460,476,538,202,223,203
LOC6574565,5006,4014,4879,3694,4889,4810
LOC6574566,899,803,922,624,731,742
LOC6574567,1451164,1179802,1471150,1180914,1532802,1599091
LOC6574568,2502,2030,2333,1931,2221,2368
LOC6574569,3583,3034,3660,1917,2635,2935
LOC6574570,620,510,563,628,761,844
LOC6574571,712,525,687,660,931,983
LOC6574572,385,306,432,395,529,590
LOC6574573,2144,1558,2007,1954,2505,2552
LOC6574574,1831,1618,1905,2311,3030,3191
LOC6574576,784,629,809,234,294,279
LOC6574581,27,21,34,6,6,7
LOC6574582,1062,839,960,167,216,261
LOC6574583,4577,3763,4635,2638,3557,3914
LOC6574585,4526,3529,4563,2918,3591,3309
LOC6574591,91,67,73,10,6,11
LOC6574592,1287,980,1205,1109,1405,1502
LOC6574593,1202,993,1060,734,793,1173
LOC6574594,1205,1099,1253,1584,1801,2137
