,dbuz_larv_rep1,dbuz_larv_rep2,dbuz_larv_rep3,dkoep_larv_rep1,dkoep_larv_rep2,dkoep_larv_rep3
LOC6576216,2518,2017,2506,4563,7017,2456
LOC6576217,71,61,61,73,87,33
LOC6576218,631,475,597,984,1499,699
LOC6576219,940,731,920,338,554,257
LOC6576220,2645,1973,2719,2133,3507,1458
LOC6576221,1580,1252,1652,3002,4876,2218
LOC6576222,343,348,327,1159,1501,675
LOC6576224,765,713,751,1610,2074,1082
LOC6576225,307,210,315,121,189,82
LOC6576226,621,392,600,265,443,185
LOC6576229,567,474,444,2444,3044,1152
LOC6576230,37,20,31,11,22,5
LOC6576232,1920,1425,1710,2650,4503,1791
LOC6576237,12691,10376,12547,13881,23140,8521
LOC6576238,321,259,310,297,439,225
LOC6576239,1247,944,1224,1484,2437,1117
LOC6576240,391,290,400,447,801,354
LOC6576241,1254,1063,1210,1923,3129,1437
LOC6576243,63,53,47,67,104,36
LOC6576244,456,365,476,1394,2055,1079
LOC6576246,229,151,273,64,79,53
LOC6576247,3,0,0,20,24,10
LOC6576249,123,120,135,540,774,371
LOC6576250,516,423,452,796,1287,510
LOC6576251,332,229,323,181,236,99
LOC6576252,1854,1601,1609,3794,5867,2341
LOC6576254,71,59,65,238,292,102
LOC6576256,2059,1467,1993,2006,3550,1468
LOC6576259,734,545,699,1248,1900,899
LOC6576260,6629,5136,6798,3545,5320,2044
LOC6576261,2047,1617,2159,3919,6344,2934
LOC6576262,577,417,609,1007,1542,605
LOC6576264,422,348,426,500,800,323
LOC6576265,492,316,501,203,336,140
LOC6576266,598,477,576,1240,1724,806
LOC6576267,1801,1412,1780,1024,1550,701
LOC6576268,518,326,496,755,1215,515
LOC6576269,1702,1319,1769,2316,4078,1430
LOC6576270,248,202,301,664,1119,455
LOC6576271,423,419,383,825,1187,615
LOC6576272,11395,9268,11717,17647,27665,11555
LOC6576273,1111,875,1159,1389,2309,1179
LOC6576274,3334,2610,3000,5187,8389,3819
LOC6576275,311,277,273,653,876,341
LOC6576276,620,361,556,548,365,79
LOC6576277,359,333,311,973,1423,714
LOC6576281,89,82,80,242,380,147
LOC6576282,2429,1950,2213,4127,6447,2527
LOC6576283,1219,913,1141,1876,3118,1310
LOC6576285,166,144,165,349,595,242
LOC6576286,17,13,22,36,41,21
LOC6576287,287,269,215,176,271,131
LOC6576288,574,486,599,688,1197,510
LOC6576289,208,161,188,68,101,52
LOC6576290,27,20,25,4,8,1
LOC6576291,764,611,692,410,607,239
LOC6576292,117,92,122,154,301,110
LOC6576293,328,329,302,292,515,208
LOC6576294,2388,1958,2374,1559,2857,1023
LOC6576296,902,776,812,2626,4045,1767
LOC6576297,853,565,854,1289,1988,914
LOC6576298,157,120,173,136,189,92
LOC6576299,2047,1743,1866,4607,7607,3296
LOC6576300,90,92,86,219,308,148
LOC6576302,4455,3253,4251,3635,6621,2525
LOC6576303,547,401,525,662,1015,470
LOC6576304,601,474,643,653,1072,455
LOC6576305,476,385,422,248,410,148
LOC6576306,13,10,13,16,36,22
LOC6576307,701,545,666,1699,2543,1268
LOC6576308,277,216,290,522,746,359
LOC6576309,3493,2807,3502,5556,8506,4255
LOC6576311,774,694,609,3025,4377,1678
LOC6576312,378,279,373,986,1458,590
LOC6576320,373,252,345,345,641,260
LOC6576321,10380,7976,10575,16673,28496,11132
LOC6576323,72,72,74,201,271,105
LOC6576326,478,371,520,206,315,135
LOC6576327,25,22,16,85,106,48
LOC6576330,278,268,271,880,1289,578
LOC6576331,218,192,223,247,414,196
LOC6576332,212,181,265,245,389,171
LOC6576333,696,572,697,887,1389,570
LOC6576336,87,61,69,174,243,114
LOC6576337,194,116,157,29,52,30
LOC6576338,431,383,338,1737,2318,987
LOC6576340,79,53,46,123,130,69
LOC6576343,1923,1848,1624,4815,6086,2817
LOC6576344,507,436,527,1263,1844,770
LOC6576345,1991,1656,1945,3186,5388,2116
LOC6576348,1068,857,1141,1247,2077,953
LOC6576350,232,193,185,18734,31005,10941
LOC6576351,900,715,939,1127,1713,705
LOC6576352,200,152,167,270,423,184
LOC6576353,209,122,158,199,334,144
LOC6576354,442,305,431,541,927,438
LOC6576355,258,176,252,405,649,248
LOC6576356,306,228,272,591,880,338
LOC6576357,3866,3183,4227,2265,3414,1341
LOC6576358,76,60,90,226,333,118
LOC6576359,4306,3528,4253,2736,4432,1828
LOC6576362,115,88,113,71,105,67
LOC6576369,380,286,297,97,145,62
LOC6576370,173,119,184,94,167,63
LOC6576373,393,291,352,163,244,91
LOC6576374,1312,1031,1161,1061,1516,564
LOC6576375,87,64,77,60,75,27
LOC6576376,7087,5550,6984,10654,17917,7405
LOC6576377,156,164,211,302,464,171
LOC6576378,893,657,918,1090,1609,776
LOC6576379,1671,1449,1384,4133,6512,2669
LOC6576380,433,345,413,430,680,370
LOC6576381,1647,1393,1653,2043,2984,1405
LOC6576382,1687,1367,1543,2331,4076,1645
LOC6576384,99,94,115,279,405,146
LOC6576385,668,511,611,1047,1618,738
LOC6576386,299,227,346,352,486,268
LOC6576387,1978,1571,1883,3713,6277,2552
LOC6576388,24423,18747,23995,18419,33142,11565
LOC6576389,522,455,582,916,1262,821
LOC6576390,6151,4992,6169,9742,16695,6411
LOC6576391,451,338,486,228,410,169
LOC6576392,581,447,574,757,1245,632
LOC6576393,178,119,133,180,305,130
LOC6576394,279,199,311,305,538,249
LOC6576395,3978,3182,3897,4902,8285,3428
LOC6576396,156,81,152,118,199,94
LOC6576397,336,200,267,191,305,143
LOC6576398,652,464,597,1312,1969,860
LOC6576399,1421,1089,1289,2129,3507,1471
LOC6576400,3,0,1,1,1,0
LOC6576401,36219,24358,34248,18304,30263,6502
LOC6576402,177,138,106,117,226,91
LOC6576403,101,81,115,6,6,4
LOC6576407,448,422,477,212,289,162
LOC6576408,813,603,678,272,472,183
LOC6576412,206,135,201,73,146,69
LOC6576415,73,68,87,41,61,21
LOC6576416,850,733,946,356,603,218
LOC6576417,1357,1184,1680,424,773,265
LOC6576418,24,21,15,115,143,78
LOC6576420,374,339,295,476,719,308
LOC6576423,238,125,207,52,62,14
LOC6576425,1391,1073,1386,831,1404,535
LOC6576426,362,405,351,810,1279,555
LOC6576428,959,866,972,784,1187,553
LOC6576430,926,664,881,1205,1877,810
LOC6576431,1260,1032,1203,2391,3678,1649
LOC6576432,447,315,403,513,954,370
LOC6576434,3246,2340,3126,1926,2618,745
LOC6576435,452,316,435,623,953,331
LOC6576436,1063,964,1065,974,1780,743
LOC6576437,476,358,473,271,384,157
LOC6576440,477,399,379,800,1380,546
LOC6576443,1102,929,937,2181,3099,1382
LOC6576445,77,62,70,426,587,291
LOC6576447,716,568,562,319,478,214
LOC6576449,39,36,22,205,258,165
LOC6576452,287,275,341,80,123,56
LOC6576454,2710,2025,2525,4717,8277,3491
LOC6576456,370,309,397,531,967,313
LOC6576460,90,89,88,287,484,179
LOC6576468,57,52,38,363,589,242
LOC6576469,97,82,111,76,111,49
LOC6576470,11200,8746,9870,2110,3417,1298
LOC6576472,11,6,13,4,17,0
LOC6576473,4805,3548,4585,2865,4860,2068
LOC6576474,2456,2134,2345,5679,8792,3859
LOC6576475,737,647,575,1731,2246,963
LOC6576476,822,631,968,300,549,197
LOC6576477,12474,9326,12454,7184,13045,4761
LOC6576478,1775,1281,1817,1403,2261,1073
LOC6576479,13845,10154,14298,8907,14386,6180
LOC6576482,398,290,397,153,223,134
LOC6576484,284,182,255,270,484,171
LOC6576485,366,316,389,621,1042,375
LOC6576486,123,81,91,193,273,194
LOC6576487,178,164,190,299,484,215
LOC6576488,126,72,144,119,257,98
LOC6576489,363,287,407,506,760,307
LOC6576490,325,251,305,390,646,291
LOC6576491,1565,1420,1620,5424,8067,4060
LOC6576492,900,811,996,1719,2669,1241
LOC6576493,502,411,449,455,630,220
LOC6576496,519,414,494,779,1343,557
LOC6576497,414,315,391,448,765,338
LOC6576498,508,416,455,324,577,196
LOC6576499,363,260,321,397,621,246
LOC6576503,144,133,120,75,143,54
LOC6576504,14744,11938,13317,23540,35414,16727
LOC6576505,1035,866,880,1142,1778,739
LOC6576507,1038,794,1041,338,570,210
LOC6576508,1526,1341,1283,4193,6064,2790
LOC6576512,496,530,436,2934,3951,1754
LOC6576515,25,19,25,13,17,3
LOC6576516,118,99,114,33,48,24
LOC6576520,1269,1173,986,3912,5624,2520
LOC6576522,5406,4250,6072,4670,7286,3063
LOC6576526,807,741,785,1020,1523,668
LOC6576527,7,3,4,10,22,6
LOC6576528,4085,3433,3792,5581,9641,4081
LOC6576529,637,462,517,454,781,301
LOC6576534,153,132,179,114,194,89
LOC6576535,572,401,559,1147,1559,712
LOC6576536,116,114,93,518,718,380
LOC6576537,2845,2268,2658,912,1474,544
LOC6576538,705,561,709,974,1525,666
LOC6576540,271,184,276,92,164,74
LOC6576541,21735,19000,21694,20741,31066,14765
LOC6576545,245,174,238,502,779,258
LOC6576546,1006,913,998,1752,2851,1220
LOC6576549,0,0,1,0,0,0
LOC6576550,118167,86673,113366,76034,134446,53305
LOC6576556,6581,5349,5298,19991,25143,9201
LOC6576557,106,86,66,170,294,150
LOC6576558,1394,1113,1292,4813,6997,3432
LOC6576560,149329,121034,133785,139486,230920,79945
LOC6576561,689,540,719,518,778,397
LOC6576562,126,137,96,880,1376,564
LOC6576563,1028,877,984,1777,3157,1261
LOC6576565,2,0,0,1,0,0
LOC6576567,135,105,135,77,148,87
LOC6576568,278,236,294,416,794,315
LOC6576570,682,582,693,568,930,407
LOC6576571,4,5,2,8,11,1
LOC6576572,130,117,153,484,712,294
LOC6576573,575,437,577,1059,1753,768
LOC6576575,159,149,137,67,101,45
LOC6576577,238,183,228,27,73,33
LOC6576578,130,85,149,64,115,48
LOC6576579,1297,977,1210,348,596,236
LOC6576580,112,65,76,73,104,39
LOC6576581,244,186,235,545,805,354
LOC6576582,865,556,850,322,492,212
LOC6576583,158,150,190,471,675,371
LOC6576585,1822,1442,1755,2845,4437,2194
LOC6576592,51,36,58,40,57,31
LOC6576593,169,94,151,47,101,39
LOC6576597,0,0,3,5,9,4
LOC6576598,981,795,838,1873,2614,1158
LOC6576600,33,37,47,94,171,82
LOC6576601,575,421,577,689,1158,475
LOC6576602,1097,1056,896,4964,7113,3166
LOC6576604,407,346,430,608,867,361
LOC6576610,373,291,233,986,1376,589
LOC6576611,208,144,227,254,413,124
LOC6576613,3640,2739,3439,11217,17651,7126
LOC6576619,742,565,696,870,1331,547
LOC6576620,3693,2951,3875,4216,6766,3128
LOC6576621,572,525,512,371,529,248
LOC6576622,25,24,25,65,76,33
LOC6576623,1118,886,994,526,894,364
LOC6576624,21,39,28,31,46,13
LOC6576625,1340,1154,1491,1226,2054,944
LOC6576626,425,375,418,708,1168,464
LOC6576627,43371,32688,42119,35824,63905,17503
LOC6576628,106,99,138,228,350,144
LOC6576629,708,540,708,1084,1675,775
LOC6576630,409,278,369,573,982,417
LOC6576631,3,7,6,24,47,17
LOC6576632,127,126,132,74,153,55
LOC6576633,56342,45991,54484,72481,124044,51466
LOC6576634,911,741,977,1346,2209,960
LOC6576635,89,66,98,85,126,57
LOC6576636,2001,1616,1849,3756,5663,2306
LOC6576637,2265,2009,2008,4289,6878,3195
LOC6576638,403,268,359,469,713,318
LOC6576639,686,535,644,865,1319,571
LOC6576640,1005,921,847,2854,4341,2091
LOC6576642,590,436,574,1105,1708,846
LOC6576643,513,339,531,563,943,362
LOC6576644,4563,3512,4662,3064,4777,2300
LOC6576646,179,113,160,344,463,180
LOC6576647,2474,2169,2147,7806,13594,5872
LOC6576648,427,315,378,762,1159,539
LOC6576649,2514,2204,2230,3421,5418,2233
LOC6576650,2,1,2,3,9,0
LOC6576652,2,0,1,2,3,1
LOC6576653,2074,1767,1933,5394,8749,4298
LOC6576654,2290,2169,2086,6067,7690,3069
LOC6576657,244,202,213,440,583,264
LOC6576658,699,589,619,2799,3951,1784
LOC6576659,202,130,191,74,142,65
LOC6576660,1056,871,1086,1873,3082,1263
LOC6576661,4345,3270,4306,4184,7289,3084
LOC6576662,518,463,521,691,1111,487
LOC6576663,7956,7301,7382,9120,15337,6743
LOC6576664,12,11,7,66,91,38
LOC6576666,96,115,118,160,241,96
LOC6576667,168,131,173,39,80,33
LOC6576669,51,39,37,166,272,123
LOC6576670,24,17,12,131,201,77
LOC6576672,412,299,411,346,541,221
LOC6576673,312,257,281,448,694,279
LOC6576674,2,0,0,2,1,0
LOC6576676,6491,4978,7108,251,418,130
LOC6576677,665,463,636,687,1224,402
LOC6576678,1324,957,1358,233,338,146
LOC6576679,4,3,3,32,54,33
LOC6576682,669,588,631,1476,2191,987
LOC6576683,663,612,612,1625,2488,1078
LOC6576689,91,76,86,254,398,122
LOC6576692,18,15,21,293,484,202
LOC6576693,26,20,28,166,296,137
LOC6576694,2,1,2,1,5,2
LOC6576698,27,12,28,48,57,26
LOC6576699,456,449,361,1100,1617,804
LOC6576702,188,107,151,72,107,32
LOC6576705,1211,1014,1129,530,938,392
LOC6576707,2,0,0,2,13,3
LOC6576711,297,256,329,324,538,222
LOC6576712,2601,2484,2442,7574,12326,5038
LOC6576716,1497,1050,1343,1120,1885,759
LOC6576717,2267,1941,2194,4195,6494,2972
LOC6576718,18,18,26,36,49,30
LOC6576720,0,0,0,3,6,1
LOC6576721,0,2,0,2,1,1
LOC6576722,1,1,0,1,5,1
LOC6576723,0,0,0,1,0,0
LOC6576724,3,2,1,4,12,4
LOC6576725,4,2,1,40,85,16
LOC6576727,132,131,156,83,125,50
LOC6576728,10088,8318,9001,30973,45086,24773
LOC6576729,47991,39893,46899,57362,94139,38430
LOC6576730,1185,932,1097,1165,1912,850
LOC6576731,1697,1583,1426,4049,6115,2574
LOC6576732,376,281,317,1006,1535,725
LOC6576735,47,41,42,69,121,58
LOC6576736,1,0,1,6,4,7
LOC6576737,289,231,304,268,424,185
LOC6576740,1035,838,962,1980,3015,1377
LOC6576741,672,567,488,1381,2032,935
LOC6576742,683,566,629,1312,1892,864
LOC6576743,298,233,243,430,715,314
LOC6576744,433,354,390,194,303,145
LOC6576745,828,677,736,1256,2031,877
LOC6576746,704,546,597,378,575,272
LOC6576749,4328,4050,3882,6983,11211,4326
LOC6576750,39,42,28,62,94,38
LOC6576751,1030,1018,960,3163,4595,2034
LOC6576752,123,105,114,164,240,83
LOC6576753,8,2,3,41,40,20
LOC6576754,678,563,558,2375,3256,1675
LOC6576756,370,294,395,103,139,69
LOC6576758,248,203,245,313,520,233
LOC6576759,0,0,1,3,1,1
LOC6576760,1158,902,1016,365,513,246
LOC6576761,882,652,876,439,706,321
LOC6576762,1957,1467,1804,729,1140,417
LOC6576763,64,45,54,104,148,68
LOC6576764,805,745,805,14,14,8
LOC6576765,29,36,32,108,170,88
LOC6576767,3221,2485,3002,1705,2473,813
LOC6576768,108,71,126,19,39,21
LOC6576769,1785,1358,1842,265,397,204
LOC6576770,17,9,8,15,28,11
LOC6576771,2,1,0,1,0,0
LOC6576773,258,250,260,425,521,218
LOC6576775,332,300,335,424,621,292
LOC6576779,357,267,288,555,828,332
LOC6576781,5775,4037,5365,3136,4151,1069
LOC6576783,728,707,651,1298,2238,962
LOC6576788,759,539,670,939,1179,571
LOC6576789,461,355,482,761,1123,429
LOC6576790,622,430,570,1006,1713,612
LOC6576792,3480,3008,3410,5397,8222,3783
LOC6576793,1165,837,1158,262,426,182
LOC6576794,1755,1408,1692,2886,4678,2127
LOC6576795,70,67,96,142,253,104
LOC6576796,981,944,912,2818,4206,1993
LOC6576797,1,0,1,2,4,4
LOC6576798,1757,1552,1630,1551,2828,1305
LOC6576800,654,522,616,753,1075,479
LOC6576803,110,80,90,224,381,164
LOC6576804,538,390,489,163,299,125
LOC6576805,60,59,83,94,99,39
LOC6576807,5116,4113,4842,6489,10400,3567
LOC6576810,898,735,796,2073,3189,1473
LOC6576811,438,273,417,507,773,342
LOC6576812,305,223,311,315,520,246
LOC6576813,3189,2538,3000,4976,8943,3535
LOC6576815,235,190,242,259,387,152
LOC6576816,412,353,405,703,1169,518
LOC6576817,197,152,179,219,368,179
LOC6576818,2643,2024,2601,3704,6195,2608
LOC6576820,1551,1323,1533,3197,4666,2134
LOC6576821,1646,1332,1607,2101,3418,1552
LOC6576822,40889,30667,38748,33471,50793,15697
LOC6576824,283,234,254,807,991,334
LOC6576827,2477,2269,2225,6094,9203,4406
LOC6576829,4611,3370,4271,5307,8497,3616
LOC6576833,6164,4944,5334,5450,8698,3556
LOC6576835,46,22,29,79,102,35
LOC6576838,13,15,15,12,17,14
LOC6576852,98,65,103,17,36,24
LOC6576853,115,77,136,159,268,107
LOC6576854,40629,32381,40820,40321,72408,23175
LOC6576855,338,264,416,643,997,467
LOC6576856,721,610,774,1323,1974,1087
LOC6576857,1111,835,1031,1697,2346,1069
LOC6576858,161,121,166,120,222,81
LOC6576860,276,247,258,363,521,233
LOC6576862,227,164,192,121,141,65
LOC6576863,735,563,673,878,1507,691
LOC6576865,1778,1430,1845,1749,2964,1270
LOC6576866,2275,1895,1877,4320,7005,2988
LOC6576867,590,463,621,838,1251,688
LOC6576868,237,194,253,276,516,212
LOC6576869,3207,2486,2922,4594,7336,2849
LOC6576870,1666,1522,1533,1925,3066,1405
LOC6576871,7890,5772,7236,5475,8866,4012
LOC6576872,208,139,221,101,152,70
LOC6576873,8,10,5,7,8,1
LOC6576875,0,0,0,29,56,20
LOC6576877,207,128,144,317,581,248
LOC6576878,285,207,338,348,516,210
LOC6576879,476,330,426,875,1320,637
LOC6576880,3,0,1,1,10,7
LOC6576881,1,1,0,0,0,0
LOC6576882,0,0,0,0,1,0
LOC6576883,2,3,2,3,2,0
LOC6576884,1647,1332,1737,657,1075,467
LOC6576885,7,6,4,2,3,2
LOC6576886,1,0,0,0,2,1
LOC6576887,0,0,0,1,1,0
LOC6576888,47,33,40,30,42,14
LOC6576890,87,63,91,264,432,219
LOC6576891,3848,3024,4195,6613,9875,4963
LOC6576893,1330,1189,1469,3065,4578,2149
LOC6576895,746,615,823,853,1423,643
LOC6576896,1404,1006,1486,2398,3468,1513
LOC6576897,1808,1424,2006,3019,4784,2407
LOC6576899,420,329,445,1193,1809,852
LOC6576900,593,497,612,1798,2802,1354
LOC6576901,4103,3390,4523,8408,12859,5847
LOC6576902,48948,36205,51141,53275,85892,33941
LOC6576903,5324,4154,5431,5463,8308,3495
LOC6576905,4106,3231,4500,3560,5437,2333
LOC6576906,1241,1051,1083,2290,3730,1489
LOC6576907,410,369,426,928,1565,753
LOC6576908,1298,1170,1205,5843,7385,3324
LOC6576910,61,64,55,238,345,132
LOC6576912,909,974,815,2751,4309,1986
LOC6576913,3903,2930,4010,2531,3730,1462
LOC6576914,23,18,32,53,83,23
LOC6576915,272,186,189,551,900,373
LOC6576917,3004,2687,2756,2037,3616,1445
LOC6576918,658,639,592,729,1219,507
LOC6576922,269,205,230,1015,1262,476
LOC6576923,6797,5336,6462,3517,5927,2437
LOC6576924,653,483,581,633,1088,513
LOC6576925,339,252,375,366,535,189
LOC6576926,750,520,779,967,1601,710
LOC6576927,408,394,398,651,1110,567
LOC6576931,772,699,651,3387,4399,1696
LOC6576933,303,247,296,602,907,362
LOC6576934,297,223,301,373,576,250
LOC6576935,269,247,269,243,451,197
LOC6576937,500,490,496,833,1270,598
LOC6576939,314,277,290,443,658,323
LOC6576940,1403,1241,1370,4470,7125,3061
LOC6576941,5092,4385,4660,8768,14477,5848
LOC6576943,9,4,9,30,52,13
LOC6576945,1100,901,955,3235,3943,1812
LOC6576946,239,195,253,371,551,230
LOC6576950,672,576,574,2006,3110,1323
LOC6576952,11838,9360,11761,1664,3150,1305
LOC6576953,960,796,1016,3568,6108,2938
LOC6576954,283,208,282,485,890,342
LOC6576955,507,435,514,232,356,169
LOC6576957,611,549,553,2130,2532,1275
LOC6576958,183,123,186,112,169,69
LOC6576961,4,0,1,2,3,0
LOC6576962,6,3,6,7,10,1
LOC6576963,145,111,135,343,396,169
LOC6576964,316,231,228,221,276,126
LOC6576965,2212,1694,2176,1623,2370,934
LOC6576966,1677,1486,1536,3118,5098,2330
LOC6576967,2443,2064,2170,4241,5394,2313
LOC6576968,2220,1646,1852,5522,7178,3169
LOC6576969,451,352,483,1065,1644,713
LOC6576970,489,459,486,800,1169,605
LOC6576972,3618,2761,3243,6913,11074,4576
LOC6576973,97,90,127,171,233,116
LOC6576974,548,483,469,892,1474,561
LOC6576975,697,556,792,1580,2678,1214
LOC6576976,420,398,446,517,893,365
LOC6576977,438,336,433,318,495,208
LOC6576978,1173,878,1247,1303,1981,771
LOC6576979,463,401,485,532,771,390
LOC6576981,9421,7709,8752,13752,20632,9148
LOC6576982,389,335,452,408,693,247
LOC6576987,3527,2733,3420,6217,10597,4174
LOC6576989,101658,78437,98340,108338,190348,90062
LOC6576991,718,575,629,956,1473,588
LOC6576994,834,760,713,2189,3180,1420
LOC6576997,1295,942,1285,1497,2761,965
LOC6577000,2156,1831,1946,1770,2509,892
LOC6577001,9,4,10,23,21,10
LOC6577003,511,395,470,124,183,59
LOC6577004,540,449,506,504,909,346
LOC6577006,121,65,89,88,150,62
LOC6577008,1,6,4,1,0,0
LOC6577009,549,362,529,141,222,84
LOC6577014,2,0,2,5,15,4
LOC6577017,15,11,10,36,61,18
LOC6577018,167,168,149,629,901,390
LOC6577019,198,155,179,246,423,208
LOC6577020,315,227,339,444,718,323
LOC6577022,233,176,248,688,1030,516
LOC6577023,269,196,258,305,528,233
LOC6577024,1024,864,918,2023,3351,1610
LOC6577025,228,193,256,97,147,58
LOC6577027,181,109,205,148,208,114
LOC6577029,1,0,1,15,19,9
LOC6577030,0,0,0,2,1,0
LOC6577036,647,503,602,303,476,192
LOC6577037,4,5,4,1,1,0
LOC6577039,6110,4640,6754,2080,3008,1432
LOC6577043,781,682,793,769,1165,450
LOC6577044,275,278,319,508,752,285
LOC6577046,1199,901,1018,2438,3742,1683
LOC6577047,2423,2291,2092,6429,9680,4227
LOC6577048,225,179,233,479,617,325
LOC6577049,3200,2547,3029,6441,10649,4878
LOC6577051,481,379,453,531,964,396
LOC6577052,275,202,309,415,648,295
LOC6577056,882,758,808,2191,3347,1463
LOC6577057,1085,984,1185,2509,3956,1835
LOC6577063,184,145,152,840,939,334
LOC6577064,264,195,268,105,211,70
LOC6577073,312,268,349,125,238,93
LOC6577076,52,34,44,97,132,55
LOC6577079,147,81,141,224,334,86
LOC6577082,2,0,3,2,2,1
LOC6577088,81,82,104,59,78,39
LOC6577089,202,179,189,206,325,162
LOC6577091,3166,2167,3338,1026,1606,727
LOC6577092,1334,941,1234,628,1088,361
LOC6577093,0,0,0,1,5,3
LOC6577094,1312,1040,1217,1184,1942,849
LOC6577096,2385,1853,2160,2848,4689,2236
LOC6577097,149,104,136,169,243,118
LOC6577098,194,120,141,185,257,137
LOC6577099,173,138,141,198,351,111
LOC6577102,239,178,267,321,527,253
LOC6577103,21751,15189,19794,25641,33111,7540
LOC6577106,1625,1540,1537,2995,4848,2206
LOC6577107,922,687,930,1272,1980,961
LOC6577108,1232,920,1049,2127,3251,1519
LOC6577109,7742,5657,7738,7072,9250,2759
LOC6577110,4316,3781,4876,6769,11006,4057
LOC6577111,1049,776,1131,2171,3360,1546
LOC6577112,780,623,761,331,551,180
LOC6577114,12,4,21,146,247,112
LOC6577116,0,0,0,1,1,1
LOC6577117,0,0,0,1,3,0
LOC6577118,0,2,6,5,1,3
LOC6577120,88,53,78,60,105,36
LOC6577121,545,467,532,815,1252,607
LOC6577122,1732,1508,1635,2185,3557,1409
LOC6577123,43,21,14,73,148,36
